token_id,name,bio,current_price(eth),cumulative,shooting,finish,defense,vision,background,fur,mouth,eyes,clothes,head,head_accessory,jewellery
2947,,,,215,49,60,65,41,Pink,Green,Regular,Regular,Fusion Gi,,,
2948,,,,143,40,20,20,63,Brown,Brown,Ooh,Angry,White Tee,Beanie,,
2949,,,,175,41,41,29,64,Gold,Black,Ooh,Sad,Biker Jacket,Bowler,,
2950,,,,150,22,66,23,39,Red,Sky Blue,Regular,Bloodshot,Fusion Gi,,,
2951,,,,178,42,26,83,27,Yellow,Pink,Regular,Angry Wink,White Tee,Beanie,,
2952,,,,142,37,29,49,27,Pink,Brown,Regular,Wide,,Beanie,,
2953,,,,185,33,55,43,54,Light Blue,White Noise,Ooh,Bloodshot,Dego Tee Blooded,Purple Bandana,,
2954,,,,162,51,29,32,50,Brown,Brown,Shows Teeth,Sad,Navy Suit,,,
2955,,,,174,27,47,50,50,Pink,Pink,Kiss,Sad,Shirt And Tie,,,
2956,,,,171,46,64,42,19,Red,Sky Blue,Ooh,Bloodshot,White Tee,Green Beret,Red Shades,
2957,,,,142,23,34,52,33,Purple,Brown,Regular,Bloodshot,,Purple Bandana,,
2958,,,,177,40,62,21,54,Yellow,Brown,Regular,Regular,,Chopsticks Bun,Blue Shades,
2959,,,,182,5,42,71,64,Grey,Pink,Kiss,Wide,Shaolin Vest,RKL Cap Forward,,
2960,,,,163,22,65,41,35,Yellow,Green,Gold Saber Toothed,Wide Scar,Hawaii Shirt,Russian Cap,,
2961,,,,189,27,65,76,21,Red,Black,Regular,Wide,Fusion Gi,RKL Cap Sideways,Gem Earring,
2962,,,,177,33,50,60,34,Grey,Pink,Regular,Angry,Biker Jacket,,,
2963,,,,147,15,29,48,55,Light Blue,Brown,Ooh,Angry Wink,,Purple Bandana,,
2964,,,,196,54,54,42,46,Cyan,Red,Shows Teeth,Wide Scar,Red Kimono,,,
2965,,,,190,54,53,24,59,Pink,Red,Regular,Closed Scar,Shaolin Vest,Blonde Bun,,
2966,,,,168,11,49,67,41,Dark Blue,Pink,Kiss,Wide,RKL Tee,,Vibe Glasses,
2967,,,,189,38,48,55,48,Grey,Sky Blue,Tongue Out,Wide,Cyan Jersey,,,
2968,,,,128,23,48,26,31,Light Blue,Black,Gold Smirk,Bloodshot,RKL Tee,,,
2969,,,,197,29,43,60,65,Light Blue,Brown,Saber Toothed,Regular,Dego Tee Blooded,Purple Bandana,,
2970,,,,180,48,32,29,71,Gold,Grey,Regular,Wide,Biker Jacket,,,
2971,,,,223,47,44,47,85,Light Grey,Brown,Regular,Closed,Dego Tee Blooded,Beanie,Blue Shades,
2972,,,,195,68,41,47,39,Red,Pink,Regular,Closed,Striped Tee,,,
2973,,,,212,47,68,48,49,Brown,Grey,Regular,Wide,Striped Tee,Beanie,Gold Stud,
2974,,,,195,35,61,53,46,Light Grey,Pink,Tongue Out,Wide Scar,Hawaii Shirt,,,
2975,,,,146,25,37,43,41,Purple,Sky Blue,Missing Teeth,Closed,Green Kimono,,Broken Glasses,
2976,,,,197,49,43,64,41,Dark Blue,Black,Scream,Sad,Hawaii Shirt,,Monocle,
2977,,,,218,76,49,52,41,Red,Red,Shows Teeth,Bloodshot,Cheetah Dego Tee,,,
2978,,,,162,51,20,49,42,Light Blue,Brown,Shows Teeth,Regular,,Blue Pigtails,,
2979,,,,223,54,44,40,85,Light Grey,Pink,Shows Teeth,Closed,Fusion Gi,,Blue Shades,
2980,,,,179,43,67,30,39,Yellow,Brown,Kiss,Wide,White Tee,Red Bandana,3D Glasses,
2981,,,,220,70,53,47,50,Gold,Pink,Missing Teeth,Regular,Green Kimono,Beanie,,
2982,,,,242,42,48,79,73,Brown,Brown,Gold Saber Toothed,Regular,,Cap Forward,,
2983,,,,205,52,62,62,29,Yellow,Pink,Full Beard,Wide Scar,Trippy Tee,,,
2984,,,,223,70,47,45,61,Yellow,Pink,Ooh,Wide,Shirt And Tie,Cap Forward,,
2985,,,,229,52,75,61,41,Brown,Brown,Missing Teeth,Sad,White Tee,,,
2986,,,,175,41,51,44,39,Brown,Grey,Saber Toothed,Sad,Striped Tee,Blonde Bun,Gold Stud,
2987,,,,187,38,41,42,66,Dark Blue,White Noise,Tongue Out,Regular,,RKL Cap Sideways,,
2988,,,,223,39,59,61,64,Light Grey,Black,Shows Teeth,Angry Wink,Striped Tee,Blonde Bun,Red Shades,
2989,,,,183,64,42,23,54,Grey,Sky Blue,Regular,Wide,Dego Tee Blooded,Beanie,Red Shades,
2990,,,,177,40,37,41,59,Brown,Black,Regular,Closed,Biker Jacket,,3D Glasses,
2991,,,,224,62,77,45,40,Purple,Pink,Ooh,Regular,,Purple Bandana,,
2992,,,,222,68,52,41,61,Red,Black,Full Beard,Angry,Striped Tee,King Band,,
2993,,,,163,37,48,46,32,Gold,Grey,Regular,Regular,Hawaii Shirt,King Band,Blue Shades,
2994,,,,189,52,46,69,22,Grey,Brown,Drool,Closed,Shirt And Tie,,,
2995,,,,191,54,41,73,23,Dark Blue,Green,Referee,Regular,Biker Jacket,,,
2996,,,,212,54,41,54,63,Yellow,Red,Cigar,Sad,Hawaii Shirt,Russian Cap,,
2997,,,,226,54,46,87,39,Light Grey,White Noise,Regular,Closed,Tracksuit,,,
2998,,,,178,35,57,31,55,Dark Blue,Brown,Missing Teeth,Sad,Navy Suit,Winter Hat,,
2999,,,,228,73,57,49,49,Red,Black,Full Beard,Regular,Fusion Gi,Cap Forward,,
3000,,,,214,53,80,58,23,Red,Grey,Ooh,Angry,White Tee,RKL Cap Sideways,Vibe Glasses,
3001,,,,241,48,53,69,71,Yellow,Grey,Regular,Wide,Shirt And Tie,Horse Jockey Hat,,
3002,,,,217,40,74,56,47,Brown,White Noise,Gold Saber Toothed,Regular,,Beanie,,
3003,,,,229,50,56,78,45,Gold,Pink,Shows Teeth,Closed Scar,Red Kimono,Winter Hat,Blue Shades,
3004,,,,252,60,83,44,65,Dark Blue,Brown,Kiss,Angry,,,,
3005,,,,120,38,32,46,4,Light Grey,Brown,Ooh,Bloodshot,Cheetah Dego Tee,Tophat,,
3006,,,,215,57,62,57,39,Light Grey,White Noise,Gold Scream,Regular,,,,
3007,,,,145,56,27,48,14,Dark Blue,Black,Full Beard,Bloodshot,Shaolin Vest,Beanie,,
3008,,,,224,74,63,41,46,Red,Brown,Kiss,Regular,White Tee,Cap Forward,,
3009,,,,143,47,38,43,15,Cyan,Brown,Ooh,Angry Wink,Biker Jacket,,,
3010,,,,200,14,61,54,71,Pink,Red,Kiss,Sad,,Chopsticks Bun,,
3011,,,,182,57,27,70,28,Purple,Pink,Regular,Regular,,,3D Glasses,
3012,,,,226,43,69,69,45,Light Grey,Brown,Saber Toothed,Closed,,,,
3013,,,,171,39,52,41,39,Brown,Sky Blue,Kiss,Closed Scar,Cyan Jersey,,,
3014,,,,203,55,46,54,48,Yellow,Sky Blue,Regular,Angry,Hawaii Shirt,,,
3015,,,,238,52,42,77,67,Gold,White Noise,Regular,Regular,,,,
3016,,,,178,54,15,69,40,Dark Blue,Brown,Drool,Wide Scar,Dego Tee Blooded,,,
3017,,,,226,85,56,25,60,Pink,Green,Ooh,Bloodshot,Dego Tee Blooded,Winter Hat,Blue Shades,
3018,,,,197,45,39,45,68,Gold,Crystal,Regular,Red Glow,Fusion Vest,Gold Horns,,
3019,,,,177,55,42,47,33,Dark Blue,Grey,Scream,Wide,Shirt And Tie,,,
3020,,,,192,49,34,56,53,Light Blue,Brown,Tongue Out,Closed Scar,Shaolin Vest,RKL Cap Sideways,Blue Shades,
3021,,,,206,63,47,46,50,Red,Sky Blue,Saber Toothed,Regular,Cyan Jersey,Blonde Bun,Blue Shades,
3022,,,,142,14,49,43,36,Brown,Brown,Shows Teeth,Angry Wink,Biker Jacket,King Band,,
3023,,,,174,37,68,5,64,Red,Green,Regular,Regular,White Tee,,,
3024,,,,203,57,22,79,45,Light Blue,Black,Saber Toothed,Closed,Cheetah Dego Tee,,,
3025,,,,187,60,19,47,61,Grey,Sky Blue,Scream,Wide,Dego Tee Blooded,,,
3026,,,,232,73,44,49,66,Grey,Grey,Saber Toothed,Wide Scar,Biker Jacket,Beanie,3D Glasses,
3027,,,,190,48,62,49,31,Purple,Brown,Ooh,Closed Scar,Shirt And Tie,Blue Pigtails,,
3028,,,,234,52,40,85,57,Red,Brown,Shows Teeth,Sad,Yellow Suit,RKL Cap Sideways,Red Shades,
3029,,,,122,0,38,50,34,Grey,Red,Regular,Wide Scar,Hawaii Shirt,,,
3030,,,,221,54,73,49,45,Pink,Green,Regular,Sad,,,,
3031,,,,224,87,25,39,73,Gold,Green,Ooh,Regular,White Tee,King Band,,
3032,,,,210,56,57,21,76,Red,Sky Blue,Missing Teeth,Regular,,,,
3033,,,,185,47,58,54,26,Cyan,Brown,Regular,Angry Scar,Tracksuit,Beanie,Red Shades,
3034,,,,173,26,51,38,58,Red,Brown,Gold Saber Toothed,Wide,Shaolin Vest,,Gem Earring,
3035,,,,191,50,51,54,36,Grey,Black,Tongue Out,Angry,Fusion Gi,Horse Jockey Hat,,
3036,,,,175,17,50,61,47,Light Grey,Pink,Drool,Closed Scar,Shirt And Tie,Purple Bandana,,
3037,,,,152,48,60,31,13,Dark Blue,Red,Full Beard,Sad,,King Band,,
3038,,,,226,64,31,76,55,Yellow,Grey,Ooh,Wide Scar,White Tee,Horse Jockey Hat,,
3039,,,,195,46,36,63,50,Cyan,Pink,Ooh,Regular,Trippy Tee,,,
3040,,,,152,28,47,31,46,Gold,Brown,Kiss,Bloodshot,Shirt And Tie,Horse Jockey Hat,,
3041,,,,203,54,57,55,37,Light Grey,Red,Missing Teeth,Wide,,,,
3042,,,,242,57,97,31,57,Pink,Pink,Shows Teeth,Wide,Hawaii Shirt,,3D Glasses,
3043,,,,222,58,53,57,54,Yellow,Red,Regular,Regular,Hawaii Shirt,Ski Glasses,Red Shades,
3044,,,,209,52,67,41,49,Purple,Sky Blue,Regular,Bloodshot,Red Kimono,,,
3045,,,,152,44,17,37,54,Red,Black,Gold Saber Toothed,Regular,White Tee,RKL Cap Forward,,
3046,,,,176,59,53,35,29,Grey,Red,Scream,Angry Wink,,,,
3047,,,,178,35,55,32,56,Brown,Brown,Kiss,Regular,Dress,Ski Glasses,Vibe Glasses,
3048,,,,221,55,71,48,47,Cyan,Sky Blue,Ooh,Closed,Yellow Suit,RKL Cap Sideways,,
3049,,,,160,23,39,44,54,Grey,White Noise,Referee,Wide Scar,Striped Tee,Winter Hat,,
3050,,,,146,42,40,24,40,Grey,Black,Cigar,Wide Scar,Biker Jacket,Tophat,,
3051,,,,244,84,50,50,60,Cyan,Brown,Full Beard,Sad,Biker Jacket,RKL Cap Sideways,,
3052,,,,150,53,15,33,49,Red,Black,Kiss,Regular,Dego Tee Blooded,,,
3053,,,,227,58,60,51,58,Dark Blue,White Noise,Regular,Wide Scar,Biker Jacket,Red Bandana,3D Glasses,
3054,,,,143,46,2,42,53,Dark Blue,Gold,Shows Teeth,Red Glow,King Jersey,Halo,,Jesus Necklace
3055,,,,187,49,38,42,58,Yellow,Black,Scream,Closed,White Tee,,Vibe Glasses,
3056,,,,251,76,67,35,73,Yellow,Black,Tongue Out,Wide Scar,,Russian Cap,,
3057,,,,176,37,45,48,46,Brown,Black,Saber Toothed,Closed,Cheetah Dego Tee,Blonde Bun,,
3058,,,,239,52,59,68,60,Cyan,Gold,Shows Teeth,Wide,Robo Arm,Gold Horns,Eye Patch,
3059,,,,186,63,37,36,50,Cyan,Pink,Regular,Regular,Striped Tee,,,
3060,,,,197,28,39,76,54,Cyan,Brown,Regular,Closed,Cyan Jersey,,,
3061,,,,160,45,29,44,42,Yellow,Grey,Full Beard,Closed,Biker Jacket,,,
3062,,,,196,45,56,51,44,Red,Brown,Scream,Wide Scar,White Tee,,,
3063,,,,190,51,61,44,34,Yellow,Brown,Regular,Closed Scar,Trippy Tee,,,
3064,,,,205,62,36,51,56,Dark Blue,Red,Referee,Angry Wink,Shaolin Vest,Winter Hat,,
3065,,,,256,56,50,71,79,Pink,Grey,Gold Scream,Angry Wink,Dego Tee Blooded,Blue Pigtails,Broken Glasses,
3066,,,,220,41,54,58,67,Dark Blue,Red,Regular,Closed,Dego Tee Blooded,RKL Cap Forward,,
3067,,,,157,41,35,34,47,Dark Blue,Pink,Shows Teeth,Regular,Fusion Gi,,,
3068,,,,190,48,49,43,50,Brown,Black,Kiss,Wide Scar,Tracksuit,Russian Cap,Red Shades,
3069,,,,123,30,20,26,47,Cyan,Zebra,Scream,Bloodshot Blue,Mamba Jersey,Crown,,
3070,,,,174,43,40,48,43,Light Blue,Grey,Regular,Regular,,Chopsticks Bun,,
3071,,,,191,36,63,51,41,Yellow,Black,Ooh,Angry Wink,,Ski Glasses,,
3072,,,,180,39,53,46,42,Red,Green,Kiss,Wide,,Blue Pigtails,Gem Earring,
3073,,,,214,49,64,61,40,Brown,Sky Blue,Cigar,Angry Scar,Striped Tee,RKL Cap Sideways,,
3074,,,,203,30,57,55,61,Red,Red,Missing Teeth,Wide,Cyan Jersey,,,
3075,,,,215,44,54,70,47,Gold,Grey,Gold Smirk,Regular,Shirt And Tie,,,
3076,,,,220,49,60,54,57,Grey,White Noise,Ooh,Sad,,,,
3077,,,,198,37,55,50,56,Red,Grey,Ooh,Wide,Shaolin Vest,Horse Jockey Hat,,
3078,,,,200,36,66,59,39,Brown,Red,Saber Toothed,Bloodshot,Cyan Jersey,Red Bandana,,
3079,,,,202,35,63,46,58,Cyan,Grey,Shows Teeth,Angry,,King Band,,
3080,,,,275,62,69,86,58,Light Grey,Sky Blue,Gold Saber Toothed,Angry Wink,,Horse Jockey Hat,Vibe Glasses,
3081,,,,174,37,51,41,45,Brown,Sky Blue,Scream,Angry,Trippy Tee,Beanie,Red Shades,
3082,,,,150,39,42,39,30,Yellow,White Noise,Regular,Closed,,,,
3083,,,,242,60,57,52,73,Cyan,Red,Missing Teeth,Angry,Trippy Tee,Purple Bandana,,
3084,,,,163,58,52,49,4,Brown,Sky Blue,Regular,Wide,Shirt And Tie,Ski Glasses,,
3085,,,,194,54,37,70,33,Brown,Sky Blue,Saber Toothed,Angry,Lab Coat,Beanie,,
3086,,,,202,60,21,67,54,Light Grey,Green,Drool,Regular,Tracksuit,King Band,,
3087,,,,172,56,15,58,43,Light Grey,Pink,Referee,Angry Scar,Shaolin Vest,Russian Cap,Broken Glasses,
3088,,,,171,43,50,37,41,Yellow,Pink,Gold Scream,Closed,,,,
3089,,,,220,56,54,50,60,Red,Sky Blue,Full Beard,Wide Scar,Striped Tee,,,
3090,,,,192,35,51,59,47,Pink,Brown,Regular,Regular,Cyan Jersey,RKL Cap Sideways,Blue Shades,
3091,,,,158,47,46,32,33,Purple,Red,Saber Toothed,Bloodshot,,,,
3092,,,,216,61,66,60,29,Grey,Sky Blue,Regular,Wide Scar,Biker Jacket,Cap Forward,,
3093,,,,176,47,52,41,36,Yellow,Grey,Regular,Sad,Tracksuit,RKL Cap Forward,,
3094,,,,207,70,39,38,60,Cyan,Grey,Regular,Closed Scar,Tracksuit,,Gold Stud,
3095,,,,127,22,34,46,25,Purple,Black,Saber Toothed,Wide Scar,Cyan Jersey,Winter Hat,,
3096,,,,157,33,25,51,48,Dark Blue,Brown,Kiss,Wide,Cyan Jersey,King Band,,
3097,,,,236,56,69,47,64,Purple,Aurora,Scream,Regular,King Jersey,Banana,,
3098,,,,119,34,23,44,18,Pink,Pink,Drool,Angry,White Tee,Bowler,,
3099,,,,178,32,41,59,46,Yellow,Grey,Tongue Out,Regular,White Tee,Purple Bandana,,
3100,,,,229,46,82,49,52,Grey,Black,Shows Teeth,Wide Scar,,King Band,,
3101,,,,185,58,31,56,40,Red,Red,Drool,Regular,Hawaii Shirt,,,
3102,,,,179,30,41,49,59,Grey,White Noise,Ooh,Wide Scar,White Tee,RKL Cap Forward,,
3103,,,,206,55,52,52,47,Brown,Red,Scream,Regular,Biker Jacket,,,
3104,,,,205,38,54,52,61,Brown,Brown,Regular,Angry Wink,Biker Jacket,Blonde Bun,,
3105,,,,152,24,23,49,56,Grey,Black,Gold Smirk,Sad,White Tee,Beanie,,
3106,,,,203,51,54,61,37,Gold,Brown,Regular,Closed Scar,Shaolin Vest,Purple Bandana,Broken Glasses,
3107,,,,142,18,26,49,49,Light Blue,White Noise,Shows Teeth,Angry,Cheetah Dego Tee,Cap Forward,,
3108,,,,250,71,45,65,69,Brown,White Noise,Tongue Out,Regular,White Tee,,,
3109,,,,129,29,42,9,49,Purple,Grey,Regular,Regular,Hawaii Shirt,Tophat,,
3110,,,,158,49,57,21,31,Dark Blue,White Noise,Ooh,Wide Scar,Cyan Jersey,Beanie,,
3111,,,,192,49,54,36,53,Yellow,Pink,Saber Toothed,Regular,Striped Tee,,,
3112,,,,240,51,75,49,65,Cyan,White Noise,Regular,Wide,Tracksuit,King Band,,
3113,,,,184,62,45,33,44,Gold,Pink,Missing Teeth,Regular,Tracksuit,,,
3114,,,,185,48,57,46,34,Dark Blue,Red,Saber Toothed,Wide,Red Kimono,,,
3115,,,,156,67,19,36,34,Yellow,White Noise,Gold Saber Toothed,Regular,Hawaii Shirt,RKL Cap Sideways,,
3116,,,,228,73,58,46,51,Light Blue,Black,Ooh,Closed,Trippy Tee,,3D Glasses,
3117,,,,203,42,34,67,60,Light Grey,Pink,Regular,Sad,Hawaii Shirt,RKL Cap Sideways,Exotic Earring,
3118,,,,189,61,41,40,47,Grey,White Noise,Scream,Wide,Striped Tee,Chopsticks Bun,,
3119,,,,186,52,69,34,31,Cyan,White Noise,Regular,Regular,Lab Coat,Chopsticks Bun,,
3120,,,,161,20,58,30,53,Red,Pink,Gold Smirk,Angry Wink,Trippy Tee,Red Bandana,Broken Glasses,
3121,,,,193,67,39,56,31,Brown,Grey,Regular,Angry,Cyan Jersey,,,
3122,,,,191,47,55,67,22,Purple,Pink,Shows Teeth,Closed Scar,,,,
3123,,,,178,38,53,36,51,Dark Blue,Brown,Regular,Wide Scar,,RKL Cap Sideways,Red Shades,
3124,,,,207,56,45,61,45,Light Blue,Pink,Shows Teeth,Angry Wink,,Russian Cap,,
3125,,,,175,34,54,42,45,Brown,Brown,Kiss,Regular,Shaolin Vest,Beanie,Gem Earring,
3126,,,,191,52,58,24,57,Grey,Grey,Saber Toothed,Sad,Lab Coat,Purple Bandana,,
3127,,,,224,50,69,68,37,Dark Blue,Brown,Full Beard,Regular,Navy Suit,Horse Jockey Hat,,
3128,,,,232,62,59,51,60,Cyan,Sky Blue,Referee,Closed,Dress,,,
3129,,,,222,34,33,77,78,Grey,Grey,Tongue Out,Bloodshot,Shirt And Tie,,Vibe Glasses,
3130,,,,194,49,64,50,31,Purple,Grey,Shows Teeth,Wide,Shirt And Tie,Beanie,,
3131,,,,135,34,45,20,36,Purple,Black,Shows Teeth,Closed Scar,Red Kimono,RKL Cap Forward,,
3132,,,,227,70,58,52,47,Yellow,Grey,Ooh,Closed,Dego Tee Blooded,King Band,Exotic Earring,
3133,,,,250,68,68,63,51,Dark Blue,Green,Tongue Out,Angry,Shaolin Vest,,Red Shades,
3134,,,,223,69,48,75,31,Purple,Red,Ooh,Regular,RKL Tee,Blonde Bun,,
3135,,,,164,54,26,49,35,Cyan,Brown,Saber Toothed,Closed,Biker Jacket,,,
3136,,,,138,21,17,51,49,Light Grey,Grey,Referee,Bloodshot,Cyan Jersey,,,
3137,,,,187,65,15,66,41,Red,Green,Gold Smirk,Wide,Cyan Jersey,Purple Bandana,Gold Stud,
3138,,,,159,23,32,63,41,Dark Blue,Grey,Shows Teeth,Closed,RKL Tee,Red Bandana,,
3139,,,,222,62,59,58,43,Light Grey,Red,Gold Smirk,Regular,Shirt And Tie,RKL Cap Sideways,Monocle,
3140,,,,204,35,40,59,70,Red,Sky Blue,Tongue Out,Wide,Dego Tee Blooded,Cap Forward,,
3141,,,,213,55,39,55,64,Pink,Red,Gold Smirk,Closed Scar,,Tophat,,
3142,,,,161,35,23,45,58,Grey,Sky Blue,Kiss,Closed Scar,,Blue Pigtails,,
3143,,,,216,60,41,50,65,Pink,Red,Regular,Regular,Tracksuit,Russian Cap,Vibe Glasses,
3144,,,,148,33,16,44,55,Gold,Black,Saber Toothed,Wide,White Tee,Red Bandana,3D Glasses,
3145,,,,166,42,35,59,30,Light Blue,White Noise,Gold Saber Toothed,Angry Scar,Trippy Tee,RKL Cap Sideways,,
3146,,,,154,34,57,36,27,Yellow,Grey,Saber Toothed,Closed Scar,,,,
3147,,,,199,60,32,65,42,Pink,Red,Kiss,Wide,Tracksuit,Winter Hat,,
3148,,,,133,16,31,53,33,Cyan,Pink,Regular,Wide Scar,Biker Jacket,Blonde Bun,Gold Stud,
3149,,,,257,55,58,90,54,Gold,Pink,Regular,Regular,Red Kimono,Blonde Bun,Red Shades,
3150,,,,238,42,50,84,62,Brown,Pink,Cigar,Angry,White Tee,,,
3151,,,,150,64,53,23,10,Cyan,Black,Shows Teeth,Regular,Red Kimono,RKL Cap Forward,,
3152,,,,174,24,46,49,55,Grey,Brown,Cigar,Wide Scar,,King Band,Gold Stud,
3153,,,,140,53,20,48,19,Gold,Pink,Ooh,Angry Wink,RKL Tee,,,
3154,,,,193,41,49,62,41,Red,Red,Gold Smirk,Regular,Monk Robe,Tophat,,
3155,,,,236,74,38,68,56,Yellow,Sky Blue,Cigar,Angry Wink,Shirt And Tie,,,
3156,,,,246,66,44,66,70,Dark Blue,Brown,Tongue Out,Regular,White Tee,,,
3157,,,,198,78,73,16,31,Yellow,Red,Ooh,Wide,Red Kimono,,,
3158,,,,183,31,71,46,35,Red,Black,Gold Saber Toothed,Sad,White Tee,Winter Hat,,
3159,,,,194,58,51,32,53,Light Blue,Brown,Regular,Angry Scar,,,,
3160,,,,199,31,49,27,92,Yellow,Zebra,Regular,Angry,King Jersey,Halo,,
3161,,,,175,73,52,19,31,Cyan,Black,Ooh,Angry,Biker Jacket,Blonde Bun,Broken Glasses,
3162,,,,192,44,58,48,42,Dark Blue,Red,Ooh,Wide Scar,,Cap Forward,,
3163,,,,188,62,60,37,29,Pink,Brown,Scream,Sad,Yellow Suit,Horse Jockey Hat,Broken Glasses,
3164,,,,257,66,61,59,71,Gold,Black,Shows Teeth,Sad,,,,
3165,,,,226,66,42,75,43,Yellow,Brown,Tongue Out,Bloodshot,White Tee,RKL Cap Sideways,Vibe Glasses,
3166,,,,142,29,58,20,35,Grey,Grey,Gold Smirk,Wide Scar,Navy Suit,Red Bandana,,
3167,,,,185,49,45,44,47,Red,Pink,Gold Saber Toothed,Wide,,,3D Glasses,
3168,,,,208,69,36,51,52,Brown,Grey,Scream,Bloodshot,Cyan Jersey,Cap Forward,,
3169,,,,220,43,66,50,61,Purple,Red,Saber Toothed,Regular,Cyan Jersey,,,
3170,,,,205,73,44,2,86,Purple,Grey,Tongue Out,Bloodshot,White Tee,Green Beret,,
3171,,,,213,45,55,59,54,Red,Pink,Kiss,Regular,White Tee,,,
3172,,,,165,46,38,55,26,Brown,Brown,Saber Toothed,Wide Scar,,,,
3173,,,,228,60,70,38,60,Light Grey,Grey,Ooh,Wide,Trippy Tee,Cap Forward,,
3174,,,,190,62,49,41,38,Pink,Brown,Missing Teeth,Regular,Striped Tee,Winter Hat,,
3175,,,,188,54,51,35,48,Red,Green,Regular,Bloodshot,White Tee,Bowler,,
3176,,,,235,40,60,53,82,Grey,Brown,Saber Toothed,Closed Scar,Shaolin Vest,Bowler,,
3177,,,,179,52,46,48,33,Yellow,Brown,Kiss,Regular,White Tee,,Vibe Glasses,
3178,,,,242,74,60,49,59,Dark Blue,Pink,Regular,Regular,Trippy Tee,Blonde Bun,,
3179,,,,164,33,50,45,36,Brown,White Noise,Saber Toothed,Angry,White Tee,,,
3180,,,,202,63,63,33,43,Light Grey,Grey,Gold Scream,Angry Scar,,,,
3181,,,,146,15,29,40,62,Brown,Aurora,Diamond Teeth,Heterochromia,Pimp Jacket,,,
3182,,,,198,47,39,51,61,Pink,Red,Full Beard,Wide,Cheetah Dego Tee,RKL Cap Forward,,
3183,,,,183,72,37,40,34,Brown,Brown,Kiss,Angry,Dego Tee Blooded,Red Bandana,,
3184,,,,218,33,47,68,70,Cyan,Black,Gold Saber Toothed,Regular,White Tee,,,
3185,,,,213,61,41,56,55,Light Blue,Brown,Gold Smirk,Closed,Tracksuit,,Blue Shades,
3186,,,,173,19,73,49,32,Purple,Pink,Regular,Angry Wink,Green Kimono,Horse Jockey Hat,,
3187,,,,250,71,87,33,59,Yellow,Sky Blue,Tongue Out,Regular,Shirt And Tie,,,
3188,,,,193,32,49,47,65,Purple,White Noise,Gold Saber Toothed,Sad,Hawaii Shirt,RKL Cap Sideways,,
3189,,,,157,28,47,58,24,Grey,Sky Blue,Kiss,Closed Scar,,Russian Cap,,
3190,,,,168,46,34,36,52,Gold,Grey,Regular,Bloodshot,Green Kimono,Green Beret,,
3191,,,,218,43,75,41,59,Light Grey,Black,Tongue Out,Regular,Dress,Blonde Bun,,
3192,,,,94,24,25,26,19,Cyan,Brown,Regular,Wide,Tracksuit,Bowler,Broken Glasses,
3193,,,,230,30,41,99,60,Yellow,Sky Blue,Regular,Regular,Yellow Suit,RKL Cap Forward,,
3194,,,,178,51,55,10,62,Gold,Green,Scream,Bloodshot,,Cap Forward,Vibe Glasses,
3195,,,,178,41,56,57,24,Red,Brown,Missing Teeth,Bloodshot,,Beanie,,
3196,,,,142,50,35,45,12,Yellow,Pink,Drool,Wide Scar,,RKL Cap Forward,Vibe Glasses,
3197,,,,238,31,69,61,77,Light Grey,Brown,Kiss,Closed,Dress,Blonde Bun,Blue Shades,
3198,,,,158,33,54,28,43,Red,Green,Regular,Wide,Tracksuit,,,
3199,,,,202,63,36,65,38,Brown,Pink,Ooh,Closed,Navy Suit,Horse Jockey Hat,Gold Stud,
3200,,,,165,36,42,46,41,Brown,Red,Kiss,Wide,,Winter Hat,Blue Shades,
3201,,,,176,63,30,39,44,Purple,Grey,Shows Teeth,Angry Scar,,Russian Cap,,
3202,,,,236,68,58,64,46,Red,Gold,Bubble Gum,Red Glow,Mamba Jersey,Halo,,
3203,,,,167,42,61,40,24,Light Blue,Pink,Scream,Wide,Fusion Gi,Winter Hat,,
3204,,,,204,63,40,52,49,Red,Black,Scream,Wide,Trippy Tee,Blonde Bun,,
3205,,,,152,43,46,13,50,Grey,Brown,Regular,Angry Scar,,RKL Cap Sideways,Gem Earring,
3206,,,,206,33,39,64,70,Red,Brown,Kiss,Regular,Lab Coat,,Monocle,
3207,,,,198,34,51,63,50,Brown,Grey,Regular,Sad,,Russian Cap,Red Shades,
3208,,,,170,60,24,40,46,Brown,Sky Blue,Regular,Regular,Shirt And Tie,,Red Shades,
3209,,,,238,58,54,51,75,Grey,White Noise,Kiss,Angry Scar,,RKL Cap Forward,,
3210,,,,225,53,33,75,64,Light Blue,Hyper Cat,Regular,Angry,Fusion Vest,Halo,Eye Scanner,
3211,,,,180,60,29,41,50,Light Blue,Black,Regular,Bloodshot,,Blonde Bun,,
3212,,,,216,58,61,45,52,Light Blue,Green,Full Beard,Closed Scar,Shaolin Vest,,,
3213,,,,192,76,28,36,52,Dark Blue,Brown,Drool,Closed,,Winter Hat,Gem Earring,
3214,,,,195,65,43,56,31,Yellow,Sky Blue,Saber Toothed,Wide Scar,Striped Tee,,,
3215,,,,208,80,48,34,46,Dark Blue,White Noise,Regular,Bloodshot,White Tee,Purple Bandana,,
3216,,,,211,47,61,51,52,Cyan,Grey,Saber Toothed,Wide,Biker Jacket,,,
3217,,,,181,38,69,39,35,Brown,Black,Regular,Regular,Hawaii Shirt,Horse Jockey Hat,Vibe Glasses,
3218,,,,196,59,66,33,38,Light Blue,Green,Regular,Wide,Tracksuit,RKL Cap Sideways,,
